"","X1_jvm_pools_PS.Eden.Space_max_value","X1_jvm_pools_PS.Survivor.Space_committed_value","X2_jvm_heap_committed_value","driver_BlockManager_memory_memUsed_MB_value","driver_BlockManager_memory_remainingMem_MB_value","node5_NET_ib0.write.KB.s","node6_CPU031_User.","node6_NETPACKET_em1.write.s","node6_NET_ib0.write.KB.s","node7_NET_ib0.read.KB.s"
"313",2588409856,134217728,5534908416,329,80870,3561.7,3,1566.9,13676.4,6513.9
"314",2588409856,134217728,5534908416,345,80855,7105.3,3,1532.5,6844.2,6779.4
"315",2588409856,134217728,5534908416,352,80847,7098.6,3,1429.7,13678.4,13654.1
"316",2588409856,134217728,5534908416,371,80828,4519,6.1,2509.8,14848.8,7147.7
"317",2588409856,134217728,5534908416,322,80878,7107.6,6.1,2516.3,7577.2,13832.6
"318",2588409856,134217728,5534908416,329,80870,7114.8,3,1507.3,13657.6,10698.3
"319",2588409856,134217728,5534908416,345,80855,3557,3,1606,13667.6,3880.3
"320",2588409856,134217728,5534908416,360,80839,7129.4,3,1450.3,6820.6,13647.1
"321",2588409856,134217728,5534908416,372,80828,8438.6,19,3088.4,14950.5,10336.5
"322",2575826944,140509184,5553782784,315,80885,5755.7,11.1,3334,15817.7,7051
"323",2575826944,140509184,5553782784,330,80869,7196.2,3,1755.1,6906.7,7516.4
"324",2575826944,140509184,5553782784,338,80862,7213.7,3,1581.7,13659.1,10421.5
"325",2575826944,140509184,5553782784,353,80846,3587.9,4,1417.8,13668.9,3603
"326",2575826944,140509184,5553782784,371,80828,8202.9,14.9,2734.3,7781,11087.4
"327",2575826944,140509184,5553782784,314,80885,7186.4,3,2629.6,14761.9,11218.2
"328",2575826944,140509184,5553782784,330,80870,3843.1,4,1589.8,13683.7,6834.5
"329",2575826944,140509184,5553782784,345,80855,7203.6,3,1591.3,6834.7,9773.5
"330",2575826944,140509184,5553782784,352,80847,7191.6,4,1710.4,13649.6,11069.6
"331",2575826944,140509184,5553782784,372,80828,7863.9,12,3165,14979.6,7144.3
"332",2575826944,140509184,5542248448,387,80812,9328,4,4346.4,11008.9,11371.9
"333",2575826944,140509184,5542248448,395,80804,7275,2,1594,13649.3,13308.6
"334",2575826944,140509184,5542248448,410,80789,3576.4,4,1658.4,13667.8,3578.5
"335",2575826944,140509184,5542248448,426,80774,7178.2,4,1480.3,6828.4,6818.7
"336",2575826944,140509184,5542248448,437,80770,8060.5,12,2807.6,15077.7,11163.9
"337",2574778368,137363456,5542248448,315,80884,3578.7,4,2368.1,14121.1,7505.3
"338",2574778368,137363456,5542248448,331,80869,7180.4,4,1556.4,6839.9,10089.3
"339",2574778368,137363456,5542248448,338,80861,7158.5,3,1422.6,13651.1,6845.8
"340",2574778368,137363456,5542248448,354,80846,-1,3,1719.7,13660.1,10400
"341",2574778368,137363456,5542248448,373,80826,3901.1,24.2,3315.9,8444.9,7596.8
"342",2574778368,137363456,5550112768,381,80819,10207.3,3,2920.9,15133,7532.3
"343",2574778368,137363456,5550112768,396,80803,7157.6,4,1360.5,13658.1,10404.8
"344",2574778368,137363456,5550112768,411,80788,3894.5,3,1367,6830,3564.4
"345",2574778368,137363456,5550112768,419,80781,6831.8,3.9,1516.4,13666,10406
"346",2574778368,137363456,5550112768,437,80762,7184.2,4.1,2719.5,14686.1,10817.8
"347",2574778368,137363456,5550112768,322,80877,8122.3,5,2616.1,7655.5,3655.6
"348",2574778368,137363456,5550112768,330,80869,3583,3,1514.3,13667.1,10736.7
"349",2574778368,137363456,5550112768,345,80854,7154.1,3,1494.5,13692.9,13351
"350",2574778368,137363456,5550112768,361,80839,7163.5,3,1364,6838,3576.6
"351",2574778368,137363456,5550112768,372,80827,3640.5,10,3463.9,15432.5,10889.6
"352",2574778368,137363456,5555879936,315,80884,13493,6,3934.2,17957.9,10546
"353",2574778368,137363456,5555879936,330,80869,7388.7,3.1,1489.2,6822.6,3263.3
"354",2574778368,137363456,5555879936,338,80861,3587.2,4,1399.8,13677.9,10412.3
"355",2574778368,137363456,5555879936,353,80846,7150.5,3,1508.5,13661.6,10083.7
"356",2563768320,150994944,5555879936,307,80892,7161.8,8,3050.4,8304.1,7396.2
"357",2563768320,150994944,5555879936,315,80884,4534.7,4,2074.7,14308.6,10950.5
"358",2563768320,150994944,5555879936,330,80869,7161.4,3,1532.3,13685.4,10408.7
"359",2563768320,150994944,5555879936,346,80854,7172.4,3,1539.9,6833.2,3586.9
"360",2563768320,150994944,5555879936,353,80846,3580.6,2,1466.7,13668.4,10085
"361",2563768320,150994944,5555879936,373,80827,7170.5,10.8,3450,15327.3,14277.8
"362",2563768320,150994944,5560598528,388,80811,10609.4,3,2871.7,8547,3900.7
"363",2563768320,150994944,5560598528,396,80804,3587,3,1548.4,13372,13687
"364",2563768320,150994944,5560598528,411,80788,7371.6,2,1524.6,13667.6,10402.7
"365",2563768320,150994944,5560598528,426,80773,7175.1,3,1543.1,7166,3584.7
"366",2563768320,150994944,5560598528,438,80762,3607.7,6.1,2733.5,14845.4,14465.4
"367",2563768320,150994944,5560598528,453,80746,7992.5,5,2114.7,14090.5,10705.3
"368",2563768320,150994944,5560598528,469,80731,7162.2,3,1585.2,13692.5,6845.9
"369",2563768320,150994944,5560598528,476,80723,3626.1,2,1617.9,6837.5,7171.1
"370",2563768320,150994944,5560598528,492,80708,7182.2,3,1539.4,13683.5,13671.5
"371",2563768320,148373504,5560598528,511,80688,7224.9,9,3947.3,15529.9,7129.4
"372",2563768320,148373504,5535432704,519,80681,7768.3,3,3238.9,10920.1,11020.6
"373",2563768320,148373504,5535432704,534,80665,8612.6,4,1599.1,13695.4,10756.9
"374",2563768320,148373504,5535432704,549,80650,7177.3,7,1829.8,13715.7,3573.7
"375",2563768320,148373504,5535432704,557,80642,3583.4,3,1361.9,6837,10086.9
"376",2563768320,148373504,5535432704,576,80623,7219.3,16,3041.6,15218.5,7222.8
"377",2563768320,148373504,5535432704,592,80608,8086.5,3,1846.7,13990.7,3381.4
"378",2563768320,148373504,5535432704,599,80600,3578.9,4,1541.4,6863.1,14347.1
"379",2563768320,148373504,5535432704,615,80585,7175,3,1427.5,13676.6,7161.8
"380",2563768320,148373504,5535432704,630,80569,7163.6,3,1462.8,13685.8,6511.6
"381",2563768320,148373504,5535432704,642,80558,3613,7.1,3726,8642.5,14250.2
"382",2563768320,148373504,5551161344,315,80884,10085.9,7.1,4168.8,16023.3,11025.9
"383",2563768320,148373504,5551161344,330,80869,7164.7,3,1615.9,13683.7,7165.1
"384",2563768320,148373504,5551161344,338,80861,3586.7,3,1420.8,6848.2,10414.3
"385",2563768320,148373504,5551161344,353,80846,7185.5,3,1430.8,13683.3,10420.9
"386",2563768320,148373504,5551161344,373,80827,7190.1,5.1,3339,15391.5,4223.3
"387",2552233984,150994944,5551161344,315,80884,4333.3,4,1899.9,7404.7,10867.4
"388",2552233984,150994944,5551161344,331,80869,7163.9,3,1505,13689.4,10421.3
"389",2552233984,150994944,5551161344,346,80854,7182.1,4,1508.2,13668.7,3903.3
"390",2552233984,150994944,5551161344,353,80846,3579.2,3,1557.2,6836.4,7138.7
"391",2552233984,150994944,5551161344,372,80827,7217.5,18.4,4222.7,15780.1,11132.2
"392",2552233984,150994944,5489295360,323,80876,11367.6,4.9,3364.4,17158.6,7466.6
"393",2552233984,150994944,5489295360,331,80869,5518.4,3,1535,6843.8,9758.4
"394",2552233984,150994944,5489295360,346,80853,7173.4,3,1449,13689.7,10741.6
"395",2552233984,150994944,5489295360,361,80838,7168.2,3,1549.2,13675.8,7163.6
"396",2552233984,150994944,5489295360,372,80827,3623.7,22.4,2761.8,8114.4,7579.3
"397",2552233984,150994944,5489295360,388,80811,7969.4,4,2081,14266.6,7839.4
"398",2552233984,150994944,5489295360,404,80796,7159.7,3,1618.2,13690.4,6515.3
"399",2552233984,150994944,5489295360,411,80788,3900.6,2,1473.4,6847.7,7149.5
"400",2552233984,150994944,5489295360,427,80773,7161.2,4,1722.7,13680,13995.1
"401",2552233984,150994944,5489295360,446,80753,7225.2,6,3755.7,15647.6,4245.4
"402",2544369664,159907840,5520228352,454,80746,6512,8.1,2524.2,8247.9,14110.2
"403",2544369664,159907840,5520228352,469,80730,7170.9,3,1466.2,13697.8,13682.4
"404",2544369664,159907840,5520228352,484,80715,7205.9,3,1444.6,13702.4,3258.3
"405",2544369664,159907840,5520228352,492,80707,3597.7,3,1683.1,6862.1,7169
"406",2544369664,159907840,5520228352,511,80688,7218.9,6.9,3315.9,15450,7291.4
"407",2544369664,159907840,5520228352,324,80876,8190.9,4,1989.1,13850.9,7259.7
"408",2544369664,159907840,5520228352,331,80868,3926.2,2,1527.5,6859.9,10109
"409",2544369664,159907840,5520228352,347,80853,6851.2,4,1638.2,13726.6,6837
"410",2544369664,159907840,5520228352,362,80838,7191.8,2,1738.5,13713.1,7821.2
"411",2544369664,159907840,5520228352,373,80826,3971.3,8,4202,8926.3,4798
"412",2544369664,159907840,5510266880,389,80811,12811.8,7.1,3553.4,18259,10852.2
"413",2544369664,159907840,5510266880,404,80795,7184,3,1553.1,13704.6,7473.4
"414",2544369664,159907840,5510266880,412,80788,7169.3,3,1428.7,6865.4,3581.7
"415",2544369664,159907840,5510266880,427,80773,3595.9,3,1505.9,13738.1,10112.8
"416",2552758272,153616384,5510266880,445,80754,7203.2,6,3190.6,15151.9,14370.8
"417",2552758272,153616384,5510266880,314,80885,8216.5,4,2209.3,7592.2,7406.1
"418",2552758272,153616384,5510266880,329,80870,3589,3,1439.5,13716.9,7484.8
"419",2552758272,153616384,5510266880,345,80855,7183.2,4,1604.1,13716.6,7172.3
"420",2552758272,153616384,5510266880,352,80847,7196.1,3,1530.2,6847.4,3586.8
"421",2552758272,153616384,5510266880,372,80828,3782.8,11.1,4463.1,16323.8,11038
"422",2552758272,153616384,5517606912,387,80813,10327.7,3,2006.8,14864.7,7956.9
"423",2552758272,153616384,5517606912,394,80805,7172.9,3,1642.9,6869.2,6863.6
"424",2552758272,153616384,5517606912,410,80790,3575.2,3,1613.2,13722.4,9793.1
"425",2552758272,153616384,5517606912,425,80775,7189.7,3,1651.1,13697.9,7160.3
"426",2552758272,153616384,5517606912,299,80901,7318.3,5,3724.7,8852.4,4374.1
"427",2552758272,153616384,5517606912,314,80886,4379.7,4,1600.2,13553.5,6897.3
"428",2552758272,153616384,5517606912,329,80870,7171.5,4,1440.9,13707.2,10432.5
"429",2552758272,153616384,5517606912,337,80863,7174.6,3,1458.3,7195.3,7185
"430",2552758272,153616384,5517606912,352,80848,3595.7,3,1581.2,13378.5,6847.7
"431",2552758272,153616384,5517606912,371,80828,7433,12,5373,17145.2,8526
"432",2544369664,156762112,5518655488,314,80886,13104.2,3,2335.3,12787.1,7151.2
"433",2544369664,156762112,5518655488,329,80870,3584.1,4,1652.9,9789.9,10086.9
"434",2544369664,156762112,5518655488,344,80855,7519.5,3,1470.3,13719.6,10752.6
"435",2544369664,156762112,5518655488,352,80848,7164.1,3,1437.7,13716.3,6524.9
"436",2544369664,156762112,5518655488,371,80829,3683.3,6,3388.2,8700.8,14888.3
"437",2544369664,156762112,5518655488,321,80878,8128.7,3,1537.9,13712.7,13728.8
"438",2544369664,156762112,5518655488,329,80870,7169.8,3,1311,13697.2,3904.3
"439",2544369664,156762112,5518655488,344,80855,3612.2,4,1574.5,6851.8,7157
"440",2544369664,156762112,5518655488,359,80840,7165.5,3,1382.7,13715.5,10757.8
"441",2544369664,156762112,5518655488,371,80828,7442.6,7,4924.1,16881.7,7346.2
"442",2544369664,156762112,5524422656,386,80813,6662.9,3,1478.9,7464.3,10535.8
"443",2544369664,156762112,5524422656,402,80798,7176.4,3,1343.5,13749.2,10440.9
"444",2544369664,156762112,5524422656,409,80790,7163.3,3,1575.5,13738,6863.9
"445",2544369664,156762112,5524422656,424,80775,3580.9,2,1632.9,6873.6,10099.3
"446",2544369664,156762112,5524422656,444,80756,7418.4,14.9,3102.8,15513.1,11842
"447",2544893952,159907840,5524422656,314,80885,7753.9,5,2007.5,14194.2,6607.9
"448",2544893952,159907840,5524422656,329,80870,3645.2,4,1528.1,6871.9,10118.3
"449",2544893952,159907840,5524422656,345,80855,7171.9,4,1591.2,13734.6,10769
"450",2544893952,159907840,5524422656,352,80847,7170.3,2,1441.5,13728.1,6859.5
"451",2544893952,159907840,5524422656,371,80828,3926.4,17.8,5406.4,9934,12047.6
"452",2544893952,159907840,5523374080,322,80877,13630.9,5,2388.5,16361.3,11258
"453",2544893952,159907840,5523374080,329,80871,7169.8,3,1458.2,13730.4,6863.6
"454",2544893952,159907840,5523374080,344,80855,3588.6,3,1400.4,6877.9,7163.4
"455",2544893952,159907840,5523374080,359,80840,7180.9,3,1650.3,13730.7,7172
"456",2544893952,159907840,5523374080,371,80829,7528.2,5.1,3365.6,15419.3,4060.1
"457",2544893952,159907840,5523374080,386,80813,4197.4,3,1518.1,6890.7,10177.3
"458",2544893952,159907840,5523374080,401,80798,7182,3,1610.3,13729.2,10449.1
"459",2544893952,159907840,5523374080,409,80790,7186.9,3,1511.4,13729.2,3914.3
"460",2544893952,159907840,5523374080,424,80775,3580.5,4,1337.8,6858.8,13706.5
"461",2544893952,159907840,5523374080,443,80756,7796.6,10.1,4887.5,16799.6,10962.7
"462",2544893952,158334976,5529665536,451,80748,10063.3,3,1395.7,13696.6,6856
"463",2544893952,158334976,5529665536,466,80733,3585.7,3,1415.2,6846.7,10090.6
"464",2544893952,158334976,5529665536,481,80718,7169.5,3,1629,13692.3,6507.9
"465",2544893952,158334976,5529665536,489,80710,7169.7,4,1536,13726.9,3577.4
"466",2544893952,158334976,5529665536,508,80691,4040.2,8.9,3984.5,8879.7,14347.7
"467",2544893952,158334976,5529665536,322,80878,7807.8,4,1718.7,13708.7,13370.4
"468",2544893952,158334976,5529665536,329,80870,7187.7,3,1348.1,13740.7,6865.3
"469",2544893952,158334976,5529665536,345,80855,3827.7,4,1483.3,6855.5,10436.1
"470",2544893952,158334976,5529665536,360,80840,7185.1,3,1554.3,13725.4,10124.3
"471",2544893952,158334976,5529665536,371,80828,7713.9,12,5993.2,17604.3,8159.9
"472",2544893952,158334976,5532811264,314,80886,9887.8,5,2142.4,9304.7,9903.1
"473",2544893952,158334976,5532811264,329,80871,7183.6,5,1550.2,13728,10442.3
"474",2544893952,158334976,5532811264,337,80863,7307,2,1610.2,13706.4,6848.6
"475",2544893952,158334976,5532811264,352,80848,3593.3,3,1519.3,6860,6848.4
"476",2544893952,158334976,5532811264,306,80893,7697.5,16,3436.2,15584.5,11067.9
"477",2543845376,159907840,5532811264,314,80886,7596.8,4,1581.1,14100.7,3914.2
"478",2543845376,159907840,5532811264,329,80870,3923.6,4,1669.7,6863.5,10114.5
"479",2543845376,159907840,5532811264,344,80855,6849.5,2,1663.8,13716.6,9785.5
"480",2543845376,159907840,5532811264,352,80848,7203.4,4,1655.1,13729.7,10123.9
"481",2543845376,159907840,5532811264,371,80828,4624.2,21,4975.8,10224.5,8344
"482",2543845376,159907840,5537005568,386,80813,9801,5,1536.4,13728.3,7504.4
"483",2543845376,159907840,5537005568,394,80805,7187.3,2,1593,13721,10440.4
"484",2543845376,159907840,5537005568,409,80790,7162.9,4,1574.3,6862,6854.5
"485",2543845376,159907840,5537005568,425,80775,3584.6,3,1614.9,13734.7,10438.2
"486",2543845376,159907840,5537005568,436,80764,7705,4,3407.4,15664,7619.5
"487",2543845376,159907840,5537005568,451,80748,7469.8,3,1544.2,6867.5,6859.9
"488",2543845376,159907840,5537005568,466,80733,3592.5,3,1522.4,13721.8,6848.4
"489",2543845376,159907840,5537005568,474,80725,7185.9,3,1571,13734.2,6845.7
"490",2543845376,159907840,5537005568,489,80710,7179,3,1389.6,6840.8,6828.6
"491",2550136832,147324928,5537005568,508,80691,4473.3,-1,-1,-1,11981.4
"492",2550136832,147324928,5525471232,314,80885,13010.2,11.1,5976.9,17558,7910.2
"493",2550136832,147324928,5525471232,330,80870,7179,2,1789.4,15752,6827
"494",2550136832,147324928,5525471232,345,80854,3593.8,4,1484.3,7162.7,7180
"495",2550136832,147324928,5525471232,353,80847,7179.7,3,1709,13344,10108.1
"496",2550136832,147324928,5525471232,372,80828,7821.7,3,1651.1,13712.5,7655
"497",2550136832,147324928,5525471232,322,80877,3964.4,5,3241.2,12181.3,14005.4
"498",2550136832,147324928,5525471232,330,80869,7196,3.1,1417.4,10095,13668.4
"499",2550136832,147324928,5525471232,345,80854,7217.4,4,1480.2,13676,3614.5
"500",2550136832,147324928,5525471232,360,80839,3605.2,3,1665.4,13649.5,10426.5
"501",2550136832,147324928,5525471232,371,80828,7859.9,5,1618.3,6888.5,10932.1
"502",2550136832,147324928,5536481280,315,80884,9647,15,4797.8,16525.9,3376.5
"503",2550136832,147324928,5536481280,330,80869,3835.6,3.1,1909.2,14950.9,10754.8
"504",2550136832,147324928,5536481280,338,80861,7190.3,4,1617.8,6837.7,7188.1
"505",2550136832,147324928,5536481280,353,80846,7204.3,3,1462.9,13659.8,6502.6
"506",2550136832,147324928,5536481280,373,80827,4237.9,7,1631.4,13752.9,8332.7
"507",2531786752,165675008,5536481280,315,80884,7411,13,3235.2,8557.2,10431.3
"508",2531786752,165675008,5536481280,331,80869,7217.2,4,1599,14055.8,6844.4
"509",2531786752,165675008,5536481280,346,80854,3595.1,4,1602.4,13680.6,10103.1
"510",2531786752,165675008,5536481280,353,80846,7195.5,3,1620.1,6841.9,10097.9
"511",2531786752,165675008,5536481280,373,80827,8278.3,5,1705.5,13748.6,8312.6
"512",2531786752,165675008,5525471232,323,80876,7950.7,13.4,5918.8,18003.2,10450
"513",2531786752,165675008,5525471232,331,80869,7874.2,3,1838.1,9024.1,10745.3
"514",2531786752,165675008,5525471232,346,80853,7176.1,4,1518.4,13668.7,3584.3
"515",2531786752,165675008,5525471232,361,80838,3603.5,3,1489.3,13650.9,7521.9
"516",2531786752,165675008,5525471232,373,80827,7981.8,3.1,1763.3,6893.4,10484.4
"517",2531786752,165675008,5525471232,316,80884,7394.2,7,3512.8,15392.9,6891.8
"518",2531786752,165675008,5525471232,331,80868,3588.7,3,1512.4,13680.2,7172.7
"519",2531786752,165675008,5525471232,339,80861,7174.5,3.1,1595.3,6833.2,13643.3
"520",2531786752,165675008,5525471232,354,80846,7166.5,2,1559.1,13666.2,7155.7
"521",2531786752,165675008,5525471232,373,80826,4245.1,6,1697.3,13712.6,10930.2
"522",2586836992,114294784,5532811264,380,80820,9566.6,18,4930.4,10589.1,7186.7
"523",2586836992,114294784,5532811264,395,80805,7184,4,1432.5,13660.4,3917.9
"524",2586836992,114294784,5532811264,410,80789,3595.7,3,1343,13659.8,6856.1
"525",2586836992,114294784,5532811264,418,80782,7193.7,2.9,1503.2,6834,10423.8
"526",2586836992,114294784,5532811264,437,80763,7958.8,4,1669.9,13770.5,7588.7
"527",2586836992,114294784,5532811264,322,80877,3786.6,11,3203.8,15376.6,10066.6
"528",2586836992,114294784,5532811264,330,80869,7189.9,2,1899.8,6914.3,10718.1
"529",2586836992,114294784,5532811264,345,80854,7192.2,4,1490.7,13624.8,6796.4
"530",2586836992,114294784,5532811264,360,80839,3589.2,3,1663.8,13607.8,13606.2
"531",2586836992,114294784,5532811264,372,80828,8164.7,17.2,1799,6898.7,14138.7
"532",2586836992,114294784,5532286976,388,80812,12451.4,6.9,5431.4,19281.2,3625.4
"533",2586836992,114294784,5532286976,403,80797,3593.4,3,1692.9,14147.5,13944.7
"534",2586836992,114294784,5532286976,410,80789,7183.9,8,1436.3,6817.1,10396.8
"535",2586836992,114294784,5532286976,426,80774,7198.5,3,1679.8,13628.2,3269
"536",2539126784,162004992,5532286976,445,80755,4277.5,4,1791.9,13703.4,10764.4
"537",2539126784,162004992,5532286976,453,80747,7409.5,4,3230.7,8359.4,10460.2
"538",2539126784,162004992,5532286976,468,80732,7464.4,3,1656.1,13980.4,6801.6
"539",2539126784,162004992,5532286976,483,80716,3603.5,4,1512.8,13628.4,13625.8
"540",2539126784,162004992,5532286976,491,80709,7183.5,3,1456.8,6824,10392.8
"541",2539126784,162004992,5532286976,510,80689,7867.6,6.1,1775,13686.6,4317.7
"542",2539126784,162004992,5539627008,331,80868,7217.9,4,2100,6917.7,10497.8
"543",2539126784,162004992,5539627008,346,80853,7196.9,3,1367.5,13612.1,7186.4
"544",2539126784,162004992,5539627008,361,80838,3591.3,2,1616.8,13629.7,6824.9
"545",2539126784,162004992,5539627008,373,80826,8021.6,16,1754.2,6901.9,10072.5
"546",2539126784,162004992,5539627008,316,80884,7284.7,7.1,3135.7,15316.2,10826.6
"547",2539126784,162004992,5539627008,331,80868,3782.4,2,1540.1,13643.5,9645.7
"548",2541223936,162004992,5539627008,339,80861,7004.9,3.9,1496.9,6796.7,11105.9
"549",2541223936,162004992,5539627008,354,80845,7196.9,2,1568.1,13625.8,6867.7
"550",2541223936,162004992,5539627008,373,80826,5297.5,4,2014.3,13802.3,13937.7
"551",2541223936,162004992,5544345600,316,80883,11499.3,11.1,5718.9,12263.1,4428.8
"552",2541223936,162004992,5544345600,332,80868,7188.3,3,1537.4,13594.6,9746
"553",2541223936,162004992,5544345600,347,80853,7192.7,3,1370.9,13624.6,10404.6
"554",2541223936,162004992,5544345600,355,80845,3590.7,4,1476.8,6815.5,3922.2
"555",2541223936,162004992,5544345600,373,80826,7979.6,4,1780.5,13742.7,10401.1
"556",2541223936,162004992,5544345600,323,80876,7331.9,6,3546,15588.2,14378.4
"557",2541223936,162004992,5544345600,331,80869,3593.8,4,1575.8,7145,3643.1
"558",2541223936,162004992,5544345600,346,80853,7192,3,1500.6,13304.3,10404.7
"559",2541223936,162004992,5544345600,361,80838,7178.2,3,1685.5,13612.8,7496.3
"560",2541223936,162004992,5544345600,373,80826,4685.8,3,2075.3,7346.9,6818.8
"561",2550661120,155713536,5462032384,388,80811,9431.5,8,4418.3,16099.5,14406.2
"562",2550661120,155713536,5462032384,404,80796,7194.7,3,1631.6,14104.7,7186.8
"563",2550661120,155713536,5462032384,411,80788,3593.5,2,1474.1,13648.7,6815.9
"564",2550661120,155713536,5462032384,427,80773,7187.8,4,1489.3,6827,10734.2
"565",2550661120,155713536,5462032384,446,80753,7929.6,14.1,1861.6,13802.4,13996.9
"566",2550661120,155713536,5462032384,316,80883,3629.4,5,3458.6,15273.3,4237.5
"567",2550661120,155713536,5462032384,331,80868,7188.2,3,1523,7171.8,13337.6
"568",2550661120,155713536,5462032384,347,80853,7188.5,2,1623.3,13658.4,11069.3
"569",2550661120,155713536,5462032384,354,80845,3598.9,2,1616.2,13640.7,6485.8
"570",2550661120,155713536,5462032384,374,80826,8884.6,11,2239.6,7110.8,7191.6
"571",2550661120,155713536,5540675584,324,80875,12280.8,9,5299.2,18890,10981.8
"572",2550661120,155713536,5540675584,332,80868,3912.6,3,1469,13648.2,3597.3
"573",2550661120,155713536,5540675584,347,80852,7186.4,3,1599.2,6819.3,13306.4
"574",2550661120,155713536,5540675584,362,80837,7188.4,3,1636.1,13642.1,7510.9
"575",2550661120,155713536,5540675584,374,80825,4457.7,3,2151.9,13995,6502.9
"576",2551185408,156762112,5540675584,316,80883,7202.5,6.1,2710,7979.8,10464
"577",2551185408,156762112,5540675584,332,80868,7225.5,3,1678.7,13621,7517.3
"578",2551185408,156762112,5540675584,339,80860,3590.7,4,1677.2,13670.2,6826.4
"579",2551185408,156762112,5540675584,355,80845,7182.1,3,1550,6823.7,13643.7
"580",2551185408,156762112,5537005568,374,80825,8010.7,22.4,2334.4,14138.1,9765.3
"581",2551185408,156762112,5537005568,317,80883,5791.2,9.9,4477.1,16237.1,7570.8
"582",2551185408,156762112,5537005568,332,80867,7143.5,3,1670.7,6829.8,10746.1
"583",2551185408,156762112,5537005568,347,80852,7138.9,4,1496.5,13652.7,9741.8
"584",2551185408,156762112,5537005568,355,80845,3568.1,3,1538.6,13649.9,6496.6
"585",2551185408,156762112,5537005568,374,80826,7891.2,5,1818.4,7060.6,10432.9
"586",2551185408,156762112,5537005568,324,80875,7276.6,3,2897.1,15195.2,14668.4
"587",2551185408,156762112,5537005568,332,80867,3568.1,3,1941.3,13755.7,6893.8
"588",2551185408,156762112,5537005568,347,80852,7142.3,3,1614.2,6828.9,10391.5
"589",2551185408,156762112,5537005568,363,80837,7141,3,1501.5,13634.4,7148.6
"590",2551185408,156762112,5537005568,373,80826,5070.4,8.8,2321.1,14026.7,7146.6
"591",2563244032,148373504,5548015616,389,80811,11701.5,20.4,5256.4,11805.2,8558.3
"592",2563244032,148373504,5548015616,404,80796,7119,3,1714.9,14124.4,13679.2
"593",2563244032,148373504,5548015616,411,80788,3575.2,3,1498.9,13656.6,7148.4
"594",2563244032,148373504,5548015616,427,80773,7142.6,3,1453.6,6825.2,9725.2
"595",2563244032,148373504,5548015616,446,80753,7962.4,6.1,2419.4,14229.8,7487.2
"596",2563244032,148373504,5548015616,316,80884,3570.4,4.1,3135.1,14824.8,4514.4
"597",2563244032,148373504,5548015616,331,80868,7126.8,4,1543.7,7183.6,10767.7
"598",2563244032,148373504,5548015616,346,80853,7119.4,3.1,1613.5,13643.2,10696.3
"599",2563244032,148373504,5548015616,354,80846,3561.9,4,1547.7,13656.3,3878.9
"600",2563244032,148373504,5545394176,373,80827,8101.3,4,1894.9,7071.5,10412.6
"601",2563244032,148373504,5545394176,389,80811,9453.7,7.9,4084.3,16375.7,11432.6
"602",2563244032,148373504,5545394176,396,80803,3567.8,2,1609,13717.5,6839.4
"603",2563244032,148373504,5545394176,412,80788,7144.7,3,1479.2,6824.1,7457.2
"604",2563244032,148373504,5545394176,427,80773,7141.5,2,1399.7,13656.9,6806
"605",2563244032,148373504,5545394176,439,80761,4464,6,2246.5,14259.6,6514.8
"606",2562195456,151519232,5545394176,316,80883,7130.6,5.1,2920.5,7920.8,7788.5
"607",2562195456,151519232,5545394176,331,80868,7366.5,3,1680.5,13656.5,7448
"608",2562195456,151519232,5545394176,339,80860,3560.8,3,1514,13664.3,7156.6
"609",2562195456,151519232,5545394176,354,80845,7143,3,1512.6,6828.5,6798.8
"610",2562195456,151519232,5554307072,373,80826,8910.5,22.2,2465.6,14410.3,14320.4
"611",2562195456,151519232,5554307072,381,80818,8076,7.8,5048.9,19250.1,4961.8
"612",2562195456,151519232,5554307072,397,80803,7270.4,3,1721.1,6829.2,6790.8
"613",2562195456,151519232,5554307072,412,80788,7128.2,3,1672,13673.5,13007.8
"614",2562195456,151519232,5554307072,420,80780,3568.9,4,1387,13682.7,4215.5
"615",2562195456,151519232,5554307072,439,80761,8064.1,4,2444.1,7534.5,6813.2
"616",2562195456,151519232,5554307072,454,80745,7155.3,11.1,2654.1,14719.1,11089.1
"617",2562195456,151519232,5554307072,462,80738,3570.5,3,1681.6,13667.9,10793.1
"618",2562195456,151519232,5554307072,476,80724,7146.4,4,1714.5,6838.8,3822.1
"619",2562195456,151519232,5554307072,490,80709,7138.7,3,1571.1,13679.1,10398.1
"620",2562195456,151519232,5552734208,501,80698,8160.2,4,2706.5,14505.2,13694.6
"621",2568486912,146276352,5552734208,516,80683,5812.9,5.9,3770.2,10183.6,4115.7
"622",2568486912,146276352,5552734208,531,80668,7140.6,4,1373.8,13876.9,13674.5
"623",2568486912,146276352,5552734208,539,80661,7130.4,3,1691.1,13684.1,10732.9
"624",2568486912,146276352,5552734208,554,80646,3581.2,2,1624.3,7178.4,6841.6
"625",2568486912,146276352,5552734208,572,80627,7994.7,4,2657.8,14387.8,9755.1
"626",2568486912,146276352,5552734208,580,80620,7150.5,3,2468.1,14646.8,11600.4
"627",2568486912,146276352,5552734208,595,80605,3579.8,4,1586.8,14016.8,3571.8
"628",2568486912,146276352,5552734208,610,80590,7143,3,1789.6,6835.6,10071.8
"629",2568486912,146276352,5552734208,617,80582,7145.2,5,1521.3,13685.3,13673.8
